question,link,images,answer,username,userlink
A Hindu (say R) is a devotee of Shiva. R has read the Quran & considers it to be not divine. Allah of Quran calls R a sinner and will burn R for eternity if R dies without repenting to Allah. Given this belief could Hindus trust Muslims as a group?,https://www.quora.com/A-Hindu-say-R-is-a-devotee-of-Shiva-R-has-read-the-Quran-considers-it-to-be-not-divine-Allah-of-Quran-calls-R-a-sinner-and-will-burn-R-for-eternity-if-R-dies-without-repenting-to-Allah-Given-this-belief-could-Hindus,,The word “ Faith “ means belief in something which has no evidence  but you still want to believe it. People still build almost 100% of their identity on religion. Religion forms all of their identity. So a criticism on the religion is a hit on their identity  their whole identity comes crashing down. Some religions voraciously indoctrinate their ideas from childhood. So even if something is unscientific  immoral people are willing to overlook that. Fear of indefinite hell is no joke. And coupled with indoctrination from birth coupled with apostacy laws. Fear of indefinite hell brings the stroContinue ReadingThe word “ Faith “ means belief in something which has no evidence  but you still want to believe it. People still build almost 100% of their identity on religion. Religion forms all of their identity. So a criticism on the religion is a hit on their identity  their whole identity comes crashing down. Some religions voraciously indoctrinate their ideas from childhood. So even if something is unscientific  immoral people are willing to overlook that. Fear of indefinite hell is no joke. And coupled with indoctrination from birth coupled with apostacy laws. Fear of indefinite hell brings the strongest of people to their knees. Religion should be like school. At the age of 15 a person should be introduced to all kinds of religion and tell them which one do you think is better. That's why it's called faith  not evidence.,Kushal Dutta,https://www.quora.com/profile/Kushal-Dutta-5
I am considering going on the Paroksh Yogi Himalayan retreat. Is the website legit? Do they have week retreats? Is it safe?,https://www.quora.com/I-am-considering-going-on-the-Paroksh-Yogi-Himalayan-retreat-Is-the-website-legit-Do-they-have-week-retreats-Is-it-safe,,Official name is Aham Shoonyam Foundation Trust which is a registered not for profit trust based in Nainital Uttarakhand. So yes it is very much legitimate and you can try their free guided meditations to experience what they have to offer. Their meditation camps are specifically for people they select via a strict selection process hence no one can attend it directly. They openly say that their camps are not for all types of people. Hence sometimes those who do not get selected feel insulted and spread non sense stories to defame them. Anyone can write any nonsense about anyone anonymously Continue ReadingOfficial name is Aham Shoonyam Foundation Trust which is a registered not for profit trust based in Nainital Uttarakhand. So yes it is very much legitimate and you can try their free guided meditations to experience what they have to offer. Their meditation camps are specifically for people they select via a strict selection process hence no one can attend it directly. They openly say that their camps are not for all types of people. Hence sometimes those who do not get selected feel insulted and spread non sense stories to defame them. Anyone can write any nonsense about anyone anonymously which is a good thing in a way like Ramana Maharishi once said : it is good that some people are spreading false stories about Ramana Ashram this way only genuine people will come to me and not the skeptical types. I suggest you to read about the experiences of many people who have tried their online meditations and attended the camps in Uttarakhand. Even better is try their free meditations yourself.,Ravi Kashyap,https://www.quora.com/profile/Ravi-Kashyap-410
What is the place of Lord Jagannath in the hearts of Odia people?,https://www.quora.com/What-is-the-place-of-Lord-Jagannath-in-the-hearts-of-Odia-people,,The same as Bhagwan RAM and Mata SITA has in the heart of Bhagwan HANUMAN.,Milan Bhatta,https://www.quora.com/profile/Milan-Bhatta
Is Kaaba a Shiv Temple?,https://www.quora.com/Is-Kaaba-a-Shiv-Temple,https://qph.cf2.quoracdn.net/main-qimg-95c9df51be8cc50d26b9bd6d732a124b-lq | https://qph.cf2.quoracdn.net/main-qimg-7576c4e054a448007499d137d461f699-lq | https://qph.cf2.quoracdn.net/main-qimg-2f39b7c2948b73b72030b574f07e83c2-lq | https://qph.cf2.quoracdn.net/main-qimg-2894a6e61fd167dd39bc5dde6317703e-lq | https://qph.cf2.quoracdn.net/main-qimg-1ee87e4294d1cd8560db4d0a7f1f0d18,No. It was an Arabian Pagan temple. There are some funny answers here one points at a pillar to prove a point another one claims that Vikramaditya ruled Arabia. Social media played a huge role in fueling this rumour. Memes like this are doing rounds :Truth is Kaaba is not a Shiva temple. Before Mohammad started preaching a new religion the Arabians followed Arabian Paganism - a polytheistic faith system. [1] Kaaba was a holy site for Arabian Pagans and it hosted the idols of the pagan deities. The chief deity was Hubal - the moon god.After the invasion of Mecca Mohammad took over Kaaba and destroyed the idols present in the Kaaba. Since then it became a holy site for Muslims.Kaaba and Shivalinga rumour : The credit for linking Shivalinga with Arabs goes to Savarkar. In his book “Six glorious epochs of Indian history “ In paragraph 650 he claims Arabians worshipped Shivalinga. [2]Let’s not blame Savarkar entirely for the rumour. The rumour has a long history. The Islamic rumour about Somnath Lingam : In fact early Muslims thought that the Idol of Somnath Linga was the statue of Arabian pagan goddess. Romilla Thapar wrote : [3] “A major poet of the eastern Islamic world Farrukhi Sistani who claims that he accompanied Mahmud to Somanatha provides a fascinating explanation for the breaking of the idol. This explanation has been largely dismissed by modern historians as too fanciful but it has a significance for the assessment of iconoclasm. According to him the idol was not of a Hindu deity but of a pre-Islamic Arabian goddess. He tells us that the name Somnat (as it was often written in Persian) is actually Su-manat the place of Manat. We know from the Qur'an that Lat Uzza and Manat were the three pre-Islamic goddesses widely worshipped and the destruction of their shrines and images it was said had been ordered by the Prophet Mohammad. Al-lat Manat and Al-Uzza :Two were destroyed but Manat was believed to have been secreted away to Gujarat and installed in a place of worship. According to some descriptions Manat was an aniconic block of black stone so the form could be similar to a lingam. This story hovers over many of the Turko-Persian accounts some taking it seriously others being less emphatic and insisting instead that the icon was of a Hindu deity. THE identification of the Somanatha idol with that of Manat has little historical credibility. There is no evidence to suggest that the temple housed an image of Manat. Nevertheless the story is significant to the reconstruction of the aftermath of the event since it is closely tied to the kind of legitimation which was being projected for Mahmud.”It is interesting to note that early Muslims believed the rumour that Somnath Idol was that of Al-manat’s idol. While today’s far right Hindus believe Kaaba was a Shiva temple which hosted a Linga.Footnotes[1] Religion in pre-Islamic Arabia - Wikipedia[2] https://savarkar.org/en/pdfs/6_Glorious_Epochs_of_Indian_History.pdf[3] txt_thapar_somnath,Ambika Vijay,https://www.quora.com/profile/Ambika-Vijay
Why was Goddess Durga created?,https://www.quora.com/Why-was-Goddess-Durga-created,,This is not a very question to answer. Was Durga ever created? Durga is the Epitome of Female Energy - or Shakti. So how can this be created. And various scriptures give various references. Once there was a Asura called Durg and the Goddess who killed him was called Durga. More commonly  when the buffalo asura Mahishasura was tormenting the Gods as he had a boon that he could be killed only by a woman; the Goddess created from the energies of all Gods and Goddess was called Durga.,Babu Roy,https://www.quora.com/profile/Babu-Roy
When did Lord Vishnu descend on Earth as Lord Venkateshwara? Did this happen before all the dashavataras of Lord Vishnu?,https://www.quora.com/When-did-Lord-Vishnu-descend-on-Earth-as-Lord-Venkateshwara-Did-this-happen-before-all-the-dashavataras-of-Lord-Vishnu,https://qph.cf2.quoracdn.net/main-qimg-5e4701b75acbfb132ceedbd334ffeed5-lq,Lord Venkateshwara descended down to earth after the avatara of Sri Krishna. We have statements from two puranas at least to support this. In the Hindu concept of time the great cycles of Chaturyuga-s (four yugas of Krita Treta Dwapara and Kali) keep on repeating one after the other within the life span of a Brahma. According to Skandapurana the episode of Lord Venkateshwara’s descent happened: अष्टाविंशे तु संजाते द्वापरान्ते वसुंधरे । युद्धे च भारतातीते तिष्ये	सति युगे तथा ॥ aṣṭāviṃśe tu saṃjāte dvāparānte vasuṃdhare ।yuddhe ca bhāratātīte tiṣye	sati yuge tathā ॥ (Skandapurana VaishnavakhContinue ReadingLord Venkateshwara descended down to earth after the avatara of Sri Krishna. We have statements from two puranas at least to support this. In the Hindu concept of time the great cycles of Chaturyuga-s (four yugas of Krita Treta Dwapara and Kali) keep on repeating one after the other within the life span of a Brahma. According to Skandapurana the episode of Lord Venkateshwara’s descent happened: अष्टाविंशे तु संजाते द्वापरान्ते वसुंधरे । युद्धे च भारतातीते तिष्ये	सति युगे तथा ॥ aṣṭāviṃśe tu saṃjāte dvāparānte vasuṃdhare ।yuddhe ca bhāratātīte tiṣye	sati yuge tathā ॥ (Skandapurana Vaishnavakhanda Venkatachalamahatmya Chapter 3 Verse 13) ‘In the 28th Chaturyuga (the present one in the current Brahma’s creation) after the Mahabharata war had happened at the end of Dwaparayuga and when the Tishyayuga (another name for Kaliyuga) had just set in.’ The purana goes on to say that during that time Goddess Padmavati was born as the daughter of Akasharaja.Pic: Mine Even the Adityapurana says the same: कृतौ तु नरसिम्हॊऽभूत् त्रेतायाम् रघुनंदनः । द्वापरे वासुदेवश्च कलौ वेंकटनायकः ॥ kṛtau tu narasimo’hbhūt tretāyām raghunaṃdanaḥ ।dvāpare vāsudevaśca kalau veṃkaṭanāyakaḥ ॥ ‘In the Kṛtayuga the lord was born as Narasimha in the Tretāyuga as Rama in the Dvāparayuga as Vasudeva (Krishna) and in the Kaliyuga as Venkatanayaka’. Many other puranas like Varaha Brahma Padma Bhavishya also mention Lord Venkateshwara. Those who are interested may find the information about the time when he was born in those puranas too.,Kratu Nandan,https://www.quora.com/profile/Kratu-Nandan
Who is Krishna's real father?,https://www.quora.com/Who-is-Krishnas-real-father,,Hii ! Lord Sri Krishna was the 9th incarnation of Lord Vishnu . Krishna was actually born to Devaki and Vasudeva  but was carried away to Repalle by Vasudeva as he had threat from his uncle Kamsa Maharaj. There in Repalle he was brought up by Yashoda and Nanda Maharaj . So according to Bhagavatam Vasudeva is the real father of Lord Krishna. Thanks for reading !!.,Kv Sreya,https://www.quora.com/profile/Kv-Sreya
Is it true that whenever Lord Vishnu exhales multiple universes are born?,https://www.quora.com/Is-it-true-that-whenever-Lord-Vishnu-exhales-multiple-universes-are-born,https://qph.cf2.quoracdn.net/main-qimg-5a96cba8381548a5a155c34f9136ba88-lq | https://qph.cf2.quoracdn.net/main-qimg-5a96cba8381548a5a155c34f9136ba88-lq,According to Vaishnava scriptures Maha Vishnu exhales and multiple universes are born.Jai Shri Narayan 🙏Continue ReadingAccording to Vaishnava scriptures Maha Vishnu exhales and multiple universes are born.Jai Shri Narayan 🙏,Indian,https://www.quora.com/profile/Indian-855
What is the best Telegram channel for the stock market?,https://www.quora.com/What-is-the-best-Telegram-channel-for-the-stock-market-1,https://qph.cf2.quoracdn.net/main-qimg-09cf27f3245c604d04c7155426c5f169,Stock market can bring huge wealth to your home but only with proper knowledge and proper guidence and its very hard for common man to track market or gain knowledge about stock market because of job or business. what a common man need in stock market assistance  live news and trades with proper research  so don’t worry we are here to assist you. in this article we will tell you about Top telegram channels for stock market. Lets start with Trading channels Trading is very important if you want to earn money on daily basis. It is a good source of passive income and we know that you dont have free time for research that’s why we shared these channel with you. . Equity stock trader Stock pro official Swing gains Source of my information : -https://myfundamental.in/top-telegram-channels-stock-market-india/,Mohit Singh Charak,https://www.quora.com/profile/Mohit-Singh-Charak
What’s the most awe inspiring architectural structure?,https://www.quora.com/What-s-the-most-awe-inspiring-architectural-structure,https://qph.cf2.quoracdn.net/main-qimg-8df21dadbde0f3818e61079ca94750f7-lq | https://qph.cf2.quoracdn.net/main-qimg-8df21dadbde0f3818e61079ca94750f7-lq,That's a matter of taste. The Great Pyramid of Giza is a perennial contender. So are the Taj Mahal St. Peter's Basilica and the Burj Dubai. I used to think that the Eiffel Tower was a kitschy tourist trap until I went to see it in person but then I was genuinely awed by its beauty and grace. I think my personal favorite is the stonework of the Incas at Machu Piccu in Peru. It's truly huge fits tightly without mortar and is polygonal. Each stone had to be cut and shaped perfectly. It's also in a really inaccessible location.Continue ReadingThat's a matter of taste. The Great Pyramid of Giza is a perennial contender. So are the Taj Mahal St. Peter's Basilica and the Burj Dubai. I used to think that the Eiffel Tower was a kitschy tourist trap until I went to see it in person but then I was genuinely awed by its beauty and grace. I think my personal favorite is the stonework of the Incas at Machu Piccu in Peru. It's truly huge fits tightly without mortar and is polygonal. Each stone had to be cut and shaped perfectly. It's also in a really inaccessible location.,Ernest W. Adams,https://www.quora.com/profile/Ernest-W-Adams
Can you give me one reason to worship Shiva being a Krishna devotee? Why should I bother about Shiva when I worship his source?,https://www.quora.com/Can-you-give-me-one-reason-to-worship-Shiva-being-a-Krishna-devotee-Why-should-I-bother-about-Shiva-when-I-worship-his-source,,Bother aboutBe respectful. Śiva is our guru. Be ever reverent to your guru. And yeah if you worship Śrī Kṛṣṇa you don't need to worship other gods as He's the source of all like you said. But you still have to respect them and especially Lord Śiva as he's the Ādi Vaiṣṇava and our ultimate guru.,Prakhar Dwivedi,https://www.quora.com/profile/Prakhar-Dwivedi-114
What were the Dark sides of Lord Shiva?,https://www.quora.com/What-were-the-Dark-sides-of-Lord-Shiva,https://qph.cf2.quoracdn.net/main-qimg-9885e62625cb2c1a75ef8e7d5af3a6ca-lq | https://qph.cf2.quoracdn.net/main-qimg-b32746be730cefe8c410b37257b6cea6-lq | https://qph.cf2.quoracdn.net/main-qimg-4c4df9b6be72060c2272eae52f6482e8-lq | https://qph.cf2.quoracdn.net/main-qimg-a6f0eafdcd061b20cd17ae72a47e159c-lq | https://qph.cf2.quoracdn.net/main-qimg-61fddaf3f7854e6b8ac7e6915c3da975-lq | https://qph.cf2.quoracdn.net/main-qimg-4faae7f6983adab0065a6f13e6782786-lq,He has a lot of dark side . I’ll expose his dark side todayhe accepts the ones who are considered as dark and not accepted by the society . He loves evil people like me  asurs  snakes which are not considered in this society .He is so simple minded . He needs is ashes that’s all . And tiger skin as clothhe is so calm . Calmest personality . He loves his bhaktas to any extremes . He gives results to a prayer done unknowingly without any intention .When the people dependent on him feel no hopes  he’s the one give hopes .When everyone were searching for Amrit  he calmly drank the poison for tContinue ReadingHe has a lot of dark side . I’ll expose his dark side todayhe accepts the ones who are considered as dark and not accepted by the society . He loves evil people like me  asurs  snakes which are not considered in this society .He is so simple minded . He needs is ashes that’s all . And tiger skin as clothhe is so calm . Calmest personality . He loves his bhaktas to any extremes . He gives results to a prayer done unknowingly without any intention .When the people dependent on him feel no hopes  he’s the one give hopes .When everyone were searching for Amrit  he calmly drank the poison for the benefit of people . My god that’s so dark .He’s very simple . When a bhakts chants om namah shivaya once only with full love  he gives the benefits equal to chanting 108 or 1008 times . A bhakta kannappanayanar . Spit water ( abhisheka )  offered meat . He accepted his love .He accepts the love of animals . Snake  spider  elephant ( thiruvanaikaval temple )a hunter once got up a tree in the night because he was chased by a tiger . To prevent sleeping and falling from the tree  he plucked the leaves and threw it down to keep himself awake . And his sweat was water . Coincidentally shiva ling was there . Shiva considered that as a pooja and blessed him .a tribal person considered a random stone as a linga  did not know the mantra namah shivaya  used dirty water for abhishek . Used dry leaves for pooja . Gave shiva meat as offering . Shiva blessed him .a theif by mistake lighted the temple lamp to provide light for himself  He started going around a shiva linga unknowingly . Shiva considered that as a pooja .He respects women a lot . He has given half part of his to his wife and consider her as his equalHe comes running to help his bhaktas .Hes so beautiful in the entire universe . He’s called sundareshwar . Look at him ( spam alert )    When someone trouble his devoteesAll these points reveal a very dark side of him .,Shiv Premi,https://www.quora.com/profile/Shiv-Premi-1
How do you chant the Hanuman Chalisa 108 times for wish fulfillment?,https://www.quora.com/How-do-you-chant-the-Hanuman-Chalisa-108-times-for-wish-fulfillment,,According to my experience you don’t recite any of the mantra or chalisa for wish fulfillment. You recite them to please your Lord. You recite them to show your gratitude towrds him or her. You recite them to know your lord. You recite them to come closer to your lord. You recite them to devote your time to your lord which is one of the greatest offering. In return if lord finds you true he or she will care for you like a mother or father they may not give what you want but they will definitely give you what you need at that point of time. कर्मण्येवाधिकारस्ते मा फलेषु कदाचन। मा कर्मफलहेतुर्भContinue ReadingAccording to my experience you don’t recite any of the mantra or chalisa for wish fulfillment. You recite them to please your Lord. You recite them to show your gratitude towrds him or her. You recite them to know your lord. You recite them to come closer to your lord. You recite them to devote your time to your lord which is one of the greatest offering. In return if lord finds you true he or she will care for you like a mother or father they may not give what you want but they will definitely give you what you need at that point of time. कर्मण्येवाधिकारस्ते मा फलेषु कदाचन। मा कर्मफलहेतुर्भूर्मा ते सङ्गोऽस्त्वकर्मणि॥,Utkrisht Tripathi,https://www.quora.com/profile/Utkrisht-Tripathi
Why is Goddess Durga called Bhavani?,https://www.quora.com/Why-is-Goddess-Durga-called-Bhavani,https://qph.cf2.quoracdn.net/main-qimg-51a4ad9bec486d4d30bcdf1771cfb5b9-lq | https://qph.cf2.quoracdn.net/main-qimg-51a4ad9bec486d4d30bcdf1771cfb5b9-lq,Bhava is a name of Lord Shiva. Goddess Durga being his wife is known as Bhavani. Durga and Bhavani are the names of Goddess Parvati (Adi Shakti). Bhavani means giver of life.Har Har Mahadev 🙏 Jai Maa Bhavani 🙏Continue ReadingBhava is a name of Lord Shiva. Goddess Durga being his wife is known as Bhavani. Durga and Bhavani are the names of Goddess Parvati (Adi Shakti). Bhavani means giver of life.Har Har Mahadev 🙏 Jai Maa Bhavani 🙏,Indian,https://www.quora.com/profile/Indian-855
What is described in the sixth chapter of the Bhagavad Gita?,https://www.quora.com/What-is-described-in-the-sixth-chapter-of-the-Bhagavad-Gita,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,Answer requested by Anug Sharma > Thank You Sharma Ji Bhagavat Gita=> Chapter -6–2 -YOGA is Sankalpa Sanyastha ( Ritualistic Renunciaion of Material pleasures ) ONE can NEVER become a YOGI without Sankalpa Sanyastha Chapter -6–4 - Only a Sankalpa Sanyaasi ( Ritualistic Renunciaion of Material pleasures ) is ELIGIBLE to Usurp (Aaruta ) “YOGA PEETAM “ (YOGA THRONE ) Chapter-6 -10 to 6–47 ( 38 Verses) > The Remaining Portion of Chapter-6 > How to Perform DHYAANA YOGAM NO NEED TO GIVE AWRITE UP / Any “ABOVE AVERAGE PERSON “ Listens to This BRITISH LADY > Madam Gabriella Burnel > SLOWLY > SimultaneouslyContinue ReadingAnswer requested by Anug Sharma > Thank You Sharma Ji Bhagavat Gita=> Chapter -6–2 -YOGA is Sankalpa Sanyastha ( Ritualistic Renunciaion of Material pleasures ) ONE can NEVER become a YOGI without Sankalpa Sanyastha Chapter -6–4 - Only a Sankalpa Sanyaasi ( Ritualistic Renunciaion of Material pleasures ) is ELIGIBLE to Usurp (Aaruta ) “YOGA PEETAM “ (YOGA THRONE ) Chapter-6 -10 to 6–47 ( 38 Verses) > The Remaining Portion of Chapter-6 > How to Perform DHYAANA YOGAM NO NEED TO GIVE AWRITE UP / Any “ABOVE AVERAGE PERSON “ Listens to This BRITISH LADY > Madam Gabriella Burnel > SLOWLY > Simultaneously Reading the English Translation of Each Verse > ONE will FULLY Understand THE ENTIRE > The MOST IMPORTANT Chapter of DHYANA YOGAyou Tube => Bhagavad Gita | Sanskrit Verses on Yoga | Relaxing Meditation ( Dhyaana Yoga) In My PERSONAL Opinion > OPINIONS DIFFER> 6–27 /6–28/6–29 are VERY Important > 6–28 is VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-Imporant / 6–32 to 6–36 are of Just above NORMAL importance Bhagavat Gita -6–28 -(Transliteration in Roman letters /meaning in English are my Own / I have shown “Courtesy” where needed /Scholars please help me with corrections if any ) मूल श्लोकः ( in Naagari Letters> Courtesy> I.I.T.Kanpur ) युञ्जन्नेवं सदाऽऽत्मानं योगी विगतकल्मषः। सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते।।6.28।। Yujjennevam Sadhaathmaanam YOGI Vikatha kalamashah Sukhena Brahma(N) Sparsam Athyantham Sukham Asnuthay (meaning) 24/7 & 365*25 days -That Saadhakaawho is “in Constant Union “ (By Dhyaana Yoga ## ) with his /her “SELF” is said to be ( Asnuthay) in Constant Union with BrahmaN ***** Such a “SINLESS” YOGI experiences immense Pleasure > Eternal Bliss > ब्रह्म स्परस आनन्द अनुभूतित्वं > Brahma Sparsa Aanandha Anubhoodhitvam ## means NOT Straying away from BrahmaN =Bhagavan Sri Krishna from his /her consciousness> Not necessarily holding the nose & sitting in One Corner in the Midst of his /her NITHYA & NAIMITHHIKA Karma ***** How Union with “SELF” is UNION with BrahmaN > That is ADVAITHA Maandookya Upanishad -Atharva Vedham > अयं आत्मा ब्रह्मा > My this very Self is BrahmaN,Subramanyam Rajagopalan Somayaji,https://www.quora.com/profile/Subramanyam-Rajagopalan-Somayaji
What is forbidden to do at a Japanese temple?,https://www.quora.com/What-is-forbidden-to-do-at-a-Japanese-temple,https://qph.cf2.quoracdn.net/main-qimg-a2c60c4d2964e3cf9bedfb1324760502-pjlq | https://qph.cf2.quoracdn.net/main-qimg-f328dc295eea22c161d357e876ee0e74-pjlq | https://qph.cf2.quoracdn.net/main-qimg-25741ad0e10c7f53f6af0b0e720b3109-pjlq | https://qph.cf2.quoracdn.net/main-qimg-f805d4d20a44d541cab9b7ef8ba3879e-pjlq | https://qph.cf2.quoracdn.net/main-qimg-ae78ce0162fd433fdbfbdead86bfbc1c-pjlq | https://qph.cf2.quoracdn.net/main-qimg-a2c60c4d2964e3cf9bedfb1324760502-pjlq | https://qph.cf2.quoracdn.net/main-qimg-f328dc295eea22c161d357e876ee0e74-pjlq | https://qph.cf2.quoracdn.net/main-qimg-25741ad0e10c7f53f6af0b0e720b3109-pjlq | https://qph.cf2.quoracdn.net/main-qimg-f805d4d20a44d541cab9b7ef8ba3879e-pjlq | https://qph.cf2.quoracdn.net/main-qimg-ae78ce0162fd433fdbfbdead86bfbc1c-pjlq | https://qph.cf2.quoracdn.net/main-qimg-1d9e9c4cb3b55543bda098e4412b1b00-pjlq | https://qph.cf2.quoracdn.net/main-qimg-bb189a454b721a8693a7f7a0359a0374-pjlq | https://qph.cf2.quoracdn.net/main-qimg-77f4e71e8576c046bbf41d634b56dffe-pjlq | https://qph.cf2.quoracdn.net/main-qimg-274edc905a4a4496d0c570a5a0ea26c1-pjlq | https://qph.cf2.quoracdn.net/main-qimg-8efa2be923c52bf72ef342106dcb5588-pjlq | https://qph.cf2.quoracdn.net/main-qimg-d3de6d755ec13ca200d10bb2dadbb297-lq,"When there is an approach under the torii please do not walk in the middle. The middle is the road that God passes through.You avoid the middle like this.However you can pass through the center during New Year's holidays and festivals. God has been at the shrine since morning.It is better to greet the god before passing through the torii because the inside of the torii is the god's territory.Shrines are sacred places so you wash your hands with water and rinse your mouth. If you don't feel comfortable rinsing your mouth please wash your hands.When you pray you ring the bell to tell the god tContinue ReadingWhen there is an approach under the torii please do not walk in the middle. The middle is the road that God passes through.You avoid the middle like this.However you can pass through the center during New Year's holidays and festivals. God has been at the shrine since morning.It is better to greet the god before passing through the torii because the inside of the torii is the god's territory.Shrines are sacred places so you wash your hands with water and rinse your mouth. If you don't feel comfortable rinsing your mouth please wash your hands.When you pray you ring the bell to tell the god that you have come.Put the offertory into the offertory box.The prayer is ""bow twice clap twice bow once."". Bow twice. I'm going to clap my hands twice. I have a wish in my mind. Bow once.The gods of Buddhism and Shinto are different. This is the Buddha statue.Shinto gods are invisible. It is a spiritual power that resides in ancestors big trees and mountains as spiritual beings.There are places like power spots where you can get spiritual power.",Hantani Sadahiko,https://www.quora.com/profile/Hantani-Sadahiko
How can I have a successful debate with an atheist?,https://www.quora.com/How-can-I-have-a-successful-debate-with-an-atheist?no_redirect=1,,Use logic evidence and well-founded arguments. I am sure there are many subjects for debate where these things can be presented. Just not with gods.,Jessica Whitmore,https://www.quora.com/profile/Jessica-Whitmore
What was the relationship between Rukmini and Krishna like?,https://www.quora.com/What-was-the-relationship-between-Rukmini-and-Krishna-like,,Sri sukta says Lakshmi is very dear to Vishnu and is always according to the desire of his heart (Vishnumanoukule). Let's see some references from Vishnu Purana.केशवः सुर्यस्तत्प्रभा कमलालया (Vishnu Purana 1.8.23 Lord Keshava is sun and his radiation is Kamalaalayaa (Lakshmi who sits on lotus flower) When Hari becomes Rama Lakshmi becomes Sita when he takes avataara as Krishna She becomes Rukmini. This way she is never separate from Vishnu even when he assumes different avataaras (V.P 1.9.144) When Hari assumes the form of devata Lakshmi becomes his devi when Hari becomes man (human form) sContinue ReadingSri sukta says Lakshmi is very dear to Vishnu and is always according to the desire of his heart (Vishnumanoukule). Let's see some references from Vishnu Purana.केशवः सुर्यस्तत्प्रभा कमलालया (Vishnu Purana 1.8.23 Lord Keshava is sun and his radiation is Kamalaalayaa (Lakshmi who sits on lotus flower) When Hari becomes Rama Lakshmi becomes Sita when he takes avataara as Krishna She becomes Rukmini. This way she is never separate from Vishnu even when he assumes different avataaras (V.P 1.9.144) When Hari assumes the form of devata Lakshmi becomes his devi when Hari becomes man (human form) she becomes his woman. In this way she too assumes forms according to the forms of bhagavan Vishnu. (V.P 1.9.145)Thus we can understand the eternal relationship between the divine couple Sri Rukmini Krishna. She is personification of his divine attributes. She is his ichha shakti “willing potency”. She is the canvas through which he projects his kalyana gunas. He express his desires through her. For Sristi Sthiti Laya Anugraha and Nigraha they play the game in which she desires and he fulfills. He especially projects some special kalyana gunas like compassion forgiveness and extreme love towards the devotees only through her. Gopala Tapani upanisada says Rukmini is the eternal consort of Krishna who is never separable from him and she is the potency with which he creates operates and destroys the entire creations.,Bhawesh Bhattarai,https://www.quora.com/profile/Bhawesh-Bhattarai
How can we say that God was here before the Big Bang when there was no 'before' the Big Bang?,https://www.quora.com/How-can-we-say-that-God-was-here-before-the-Big-Bang-when-there-was-no-before-the-Big-Bang,,Imagine the following: I program a computer. The computer contains a physical simulation of a complex system. Initial conditions of that simulation correspond to a singularity so not only do these initial conditions represent the beginning of the simulation it is mathematically impossible to extend the simulation to a prior moment. In my simulation time really begins at that moment; there is no “before”. Yet here I am existing independently of that simulation. My time (measured by my clock) is not the same as the simulation time (measured by a variable in the simulation program code.) I existed “before” the simulation started even though within the simulation there is no “before”. If my simulation is sufficiently complex maybe even intelligent beings emerge in this simulated reality. Beings who start to wonder about the nature of their own existence. Beings who discover the rules (programmed by me) that govern their simulated universe. Thus they will discover that time (the only time they know) has a definite beginning and that there is no “before”. And perhaps some of these beings become philosophers wondering about the (im)possibility of an eternal god given that they live in a universe that had a finite beginning. Short story: If you believe in a god you need not believe that this god is actually part of this universe in which we live. Perhaps your god exists outside of it not subject to the rules that govern this universe.,Viktor T. Toth,https://www.quora.com/profile/Viktor-T-Toth-1
