question,link,images,answer,username,userlink
What are some good books on Raja Yoga by Swami Rama?,https://www.quora.com/What-are-some-good-books-on-Raja-Yoga-by-Swami-Rama,,Hi there !The Science of Breath: A Practical Guide by Swami Rama George R. Feuerstein and Alan Hymes2. The Art of Joyful Living: Meditation and Mantras for Inner Peace and Happiness by Swami Rama 3. Raja Yoga: The Royal Path of Meditation by Swami Rama 4. Gnosis: The Secret Teachings of Jesus by Swami Rama 5. The Sacred Journey: A Visionary Adventure of Spiritual Discovery by Swami Rama 6. Maharishi Mahesh Yogi on the Bhagavad-Gita: A New Translation and Commentary Chapters 1-6 by Swami Rama 7. Religious and Spiritual Experience by Swami Rama 8. Hinduism: The Eternal Tradition by Swami Rama 9. The Inner Journey: Views from the Hindu Tradition by Swami Rama 10. Yoga and Psychotherapy: The Evolution of Consciousness by Swami Rama Peeace.,Luna SM,https://www.quora.com/profile/Luna-SM
RelatedIs a currency note a promissory note?,https://www.quora.com/Is-a-currency-note-a-promissory-note,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png | https://qph.cf2.quoracdn.net/main-qimg-2dff09516e5a330ab6bf5304edba0bbe.webp | https://qph.cf2.quoracdn.net/main-qimg-2dff09516e5a330ab6bf5304edba0bbe.webp,Yes It is a bearer promissory note issued by RBI.As you can see on any currency note it is written that “I PROMISE TO PAY THE BEARER THE SUM OF two thousand RUPEES”! Now bearer in the above definition means a person who has possession of the instrument. However these currency notes are not covered in Promissory notes under NEGOTIABLE INSTRUMENT ACT 1881. Under this act it is forbidden by RBI ACT 1934 to issue bearer promissory note. And it was great that they did this otherwise you can find Amitabh Bacchan's or Mukesh Ambani's promissory note circulating in the market just like the currency noteContinue ReadingYes It is a bearer promissory note issued by RBI.As you can see on any currency note it is written that “I PROMISE TO PAY THE BEARER THE SUM OF two thousand RUPEES”! Now bearer in the above definition means a person who has possession of the instrument. However these currency notes are not covered in Promissory notes under NEGOTIABLE INSTRUMENT ACT 1881. Under this act it is forbidden by RBI ACT 1934 to issue bearer promissory note. And it was great that they did this otherwise you can find Amitabh Bacchan's or Mukesh Ambani's promissory note circulating in the market just like the currency notes. So overall we can say that yes they are some special kind of promissory note which can only be issued by RBI. Any suggestions or further questions would be welcomed in comments section. HOPE THIS HELPS!,Jainam,https://www.quora.com/profile/Jainam-8
What is the height of Ravana and Lord Rama?,https://www.quora.com/What-is-the-height-of-Ravana-and-Lord-Rama,https://qph.cf2.quoracdn.net/main-qimg-b477ec5f41c741a9ccdd537bc29c8279-lq | https://qph.cf2.quoracdn.net/main-qimg-b477ec5f41c741a9ccdd537bc29c8279-lq,There are many ridiculous and silly questions asked by people on the Quora platform. This is the question i want to explain something about. If we talk about Lord Ram's hight then i would say it's infinity. Lord Ram's actual hight is infinity. But in Tretayug was 21 feet.It's me playing as Ram in drama every year at the very famous place where lord Vishnu incarnate as a statute. Every year celebrating Ram vivah and a fair is held there.Continue ReadingThere are many ridiculous and silly questions asked by people on the Quora platform. This is the question i want to explain something about. If we talk about Lord Ram's hight then i would say it's infinity. Lord Ram's actual hight is infinity. But in Tretayug was 21 feet.It's me playing as Ram in drama every year at the very famous place where lord Vishnu incarnate as a statute. Every year celebrating Ram vivah and a fair is held there.,प्रशांत पंडित (Prashant raj man),https://www.quora.com/profile/%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A4%BE%E0%A4%82%E0%A4%A4-%E0%A4%AA%E0%A4%82%E0%A4%A1%E0%A4%BF%E0%A4%A4-Prashant-raj-man
How many stairs exactly does the Kapilash Temple have?,https://www.quora.com/How-many-stairs-exactly-does-the-Kapilash-Temple-have,,As per record we know 1352 but as temple authority built new steps with time number of steps goes beyond that. I don’t know the exact stair numbers now as construction still going on at some places during riding to the top exact number will reach 1400 very soon.,Prasanta Sahoo,https://www.quora.com/profile/Prasanta-Sahoo-35
RelatedIt is said that Kaikeyi's mother victimized her husband in a similar manner that Kaikeyi victimized Dasharatha. What was the story?,https://www.quora.com/It-is-said-that-Kaikeyis-mother-victimized-her-husband-in-a-similar-manner-that-Kaikeyi-victimized-Dasharatha-What-was-the-story,,Kaikeyi’s father Ashwapati the king of Kekeya had the gift of understanding the language of the birds. However just as Midas’ gift had the downside that it turned every single thing he touched into gold Ashwapati’s gift’s downside was that he had to keep whatever he understood from the birds a secret and if he told anyone his head would burst on the spot (a metaphor for “He would die”). So one day he was standing on his palace balcony with his wife when he heard the song of two love-birds (literally!) and accidentally laughed out loud. The queen laughed at her husband’s sudden outburst aContinue ReadingKaikeyi’s father Ashwapati the king of Kekeya had the gift of understanding the language of the birds. However just as Midas’ gift had the downside that it turned every single thing he touched into gold Ashwapati’s gift’s downside was that he had to keep whatever he understood from the birds a secret and if he told anyone his head would burst on the spot (a metaphor for “He would die”). So one day he was standing on his palace balcony with his wife when he heard the song of two love-birds (literally!) and accidentally laughed out loud. The queen laughed at her husband’s sudden outburst and asked him “What is the thought that brings such joy to you my Lord?” He realised his blunder and smiled sheepishly at her replying “Nothing dear.” “Oh what is there between husband and wife? Please tell me. Let me laugh with you.” Taken aback by his wife’s persistence Ashwapati sighed and told her his gift along with the terrible side effect. “So you see my Queen if I were to tell you what I heard my head would burst.” She shook her head still smiling and said “It does not matter. I need to know what the birds said that made you laugh in such a manner.” Now the king became angry. He had told her the reason for why he couldn’t tell her and she continues to persist? Did she have any love for him? So he banished her away from the palace and Kekeya itself. This is why Kaikeyi was brought up by the hand-maid Manthara. ~ ~ ~ With Kaikeyi’s story however we must remember that she and Manthara were mere pawns in the game of Lord Vishnu’s as He was born as Rama with the purpose of defeating the Rakshasa Ravana in Lanka for the people of Earth who couldn’t stand Ravana’s terrorising. Rama couldn’t pick a random fight with Ravana if he stayed on at Ayodhya for His whole life as Ravana never personally afflicted the land. The Lord’s plan to defeat Ravana would only have happened if Kaikeyi had exiled Rama so He could have a reason for bringing down Ravana. In a lecture I once heard Kaikeyi’s banishment of Rama was described as a “service to Him” and after much thought I realised that the Lord really did go to a lot of extremes to destroy evil (Vinaashaaya-Dushkrutha) and establish Dharma (Dharma-Samsthapa) in that age and it strengthens our own beliefs that whatever we or another person may do to ourselves He has a super reason behind it and do as Krishna said in His Gita: “Maam Ekam Sharanam Vraja… Maa Shuchaha” - Surrender unto Him only and do not worry. ~ ~ ~ Coming back to the original topic… To end this the Ramayana really is a treasure trove isn’t it?! :D Jai Shri Ram!,Mira Mohan,https://www.quora.com/profile/Mira-Mohan-4
Should we worship Lord Shiva in Rahu Mahadasha?,https://www.quora.com/Should-we-worship-Lord-Shiva-in-Rahu-Mahadasha,,Hi Lord Shiva can be worshipped at every moment of our life so there is no specific period in which he needs to be worshipped. The problems or issues we face in life let it be Family Financial Educational Career Marriage Health Wealth Prosperity Friendship Father  Mother Siblings Government Boss Love I mean everything is related to our past life karma. Past karma manifestation in present life can bring so many changes and challenges. One such dramatic change of phase in life can occur during Rahu Maha Dasha. Lord Shiva is the destroyer of our karma  so devoting or worshipping ShiContinue ReadingHi Lord Shiva can be worshipped at every moment of our life so there is no specific period in which he needs to be worshipped. The problems or issues we face in life let it be Family Financial Educational Career Marriage Health Wealth Prosperity Friendship Father  Mother Siblings Government Boss Love I mean everything is related to our past life karma. Past karma manifestation in present life can bring so many changes and challenges. One such dramatic change of phase in life can occur during Rahu Maha Dasha. Lord Shiva is the destroyer of our karma  so devoting or worshipping Shiva will definitely will bring changes or calmness in our life. If you want specific deity who controls Rahu Maha Dasha would be Lord Varaha (Boar Form of Vishnu) There are many Varaha temples in India. Some of old temples areTirumala (Adhi Varaha)Srimushnam (near chidambaram TN)Thiruvidenathai (Kovalam Near Chennai)During Rahu Maha Dasha you can also devote Lordess Durga. RemedyLightmp to Durga on Tuesday and Friday during Rahu Kaal.Donate white gram soaked in water for overnight and next day morning offer to cow.These remedies will reduce the negative impacts during Rahu Maha Dasha. Blessings Feel free to contact me for doubts and query. Blessings Srivatchan,Nadathur Srivatchan,https://www.quora.com/profile/Nadathur-Srivatchan
RelatedWhat are some of the best real life examples of karma?,https://www.quora.com/What-are-some-of-the-best-real-life-examples-of-karma?no_redirect=1,,Last winter when I was travelling by train from home to college this happened: I was travelling in sleeper class with my friend. 3rd seat in our row was unoccupied. The seats in front of us were occupied by an old couple. A guy of mid 20s well dressed came and occupied the empty seat in our row. There came a book seller with a bag of books shouting Any book for Rs.100. This guy took a book from the stack of books read it quietly for 10 minutes (really 10 long minutes). Then returned the book without a single word. That's rude. The bookseller looked annoyed but left without uttering a wordContinue ReadingLast winter when I was travelling by train from home to college this happened: I was travelling in sleeper class with my friend. 3rd seat in our row was unoccupied. The seats in front of us were occupied by an old couple. A guy of mid 20s well dressed came and occupied the empty seat in our row. There came a book seller with a bag of books shouting Any book for Rs.100. This guy took a book from the stack of books read it quietly for 10 minutes (really 10 long minutes). Then returned the book without a single word. That's rude. The bookseller looked annoyed but left without uttering a word. May be that kind of gestures are usual to him. Moments later TC (ticket collector) came asked this guy for ticket. He was travelling with a general ticket!! Then TC took exactly Rs.100 from him left the place. Infact that old couple in front of us were also travelling with a general ticket but TC didn't ask them. well karma  is quite quick at times.,Anand Babu Kamineni,https://www.quora.com/profile/Anand-Babu-Kamineni
RelatedWhat is true astrology?,https://www.quora.com/unanswered/What-is-true-astrology?no_redirect=1,,Astrology is something beyond science or mathematics; we have people with vision in every era it consists of gifted individuals who can predict future of a querent.Shri Gopal Soni · 2ySir how can you predict everything just by the ascendant sign and nothing else. Does it mean other astrological methods are not worthy used by others?Evey ascendant has a few distinct traits ; it is akin to a traditional doctor checking the pulse of a patient. Astrology remains the most fascinating faculty.,Shri Gopal Soni,https://www.quora.com/profile/Shri-Gopal-Soni-3
RelatedWhich temples in India performs tantric practices?,https://www.quora.com/Which-temples-in-India-performs-tantric-practices,https://qph.cf2.quoracdn.net/main-qimg-9b69f3618b0ff122e448bdbc74aee377-lq,Most North Indian temple rituals are conducted according to the Puranas and they are referred to as mandir. In a mandir you do not have to have a specifically consecrated temple priest (dīkṣita arcaka). Anyone from any community men women gender fluid race or caste is entitled to perform puja - with the scantiest amount of training - known as a pūjāri or pūjarinī. All South Indian temples are built managed and have their rituals performed according to the Āgamas/Tantras. In these temples built according to strict rules and measurements of Sacred Architecture the ceremonies can only be performed by special priests - males and brahmins (some non-brahmins are now being trained to serve in the temples.) The priests undergo several years of training in the Tantric rituals as young lads and are then formally initiated into the temple priesthood through maṇḍala dīkṣa rites. Once thus consecrated they take up service in one of ālayas — technical word for a “Tantric” temple. As a clarificatory note for the uninformed; TANTRA simply means tanayati jñānam anena iti tantra. “Tantra is that (system) by which knowledge is spread.” The Saiva and Vaishnava canon of Tantra are called Āgamas and those of the Goddess are referred to as Tantras. Both terms are interchangeable. The Tantrik path is bifurcated into Right-hand Tantra (dakṣinācāra) and Left-hand (vāmācāra - Vamachara - Wikipedia). Right-handed Tantra or more specifically Āgama is patriarchal orthodox conventional and symbolic in its usages and practices and dedicated only to universal well-being. Left-handed Tantra on the other hand is matriarchal heterodox transgressional in practice and inverts and subverts all the “brahminical” norms and structures and social values.Diagram of an Ālaya.,Rami Sivan,https://www.quora.com/profile/Rami-Sivan
RelatedWhy do Vaishnava Acharyas prefer Bhagavan Realisation?,https://www.quora.com/Why-do-Vaishnava-Acharyas-prefer-Bhagavan-Realisation,https://qph.cf2.quoracdn.net/main-qimg-930160e6375b58a4d483336cb29f2ebb-lq,Hare Krishna. Jai Shiv Shankar. Jai Srila Prabhupada. Not only does Vaishnava Acharyas say so but Srimad Bhagavatam also has the same view. SB 5.12.11: What then is the ultimate truth? The answer is that nondual knowledge is the ultimate truth. It is devoid of the contamination of material qualities. It gives us liberation. It is the one without a second all-pervading and beyond imagination. The first realization of that knowledge is Brahman. Then Paramātmā the Supersoul is realized by the yogīs who try to see Him without grievance. This is the second stage of realization. Finally the fullContinue ReadingHare Krishna. Jai Shiv Shankar. Jai Srila Prabhupada. Not only does Vaishnava Acharyas say so but Srimad Bhagavatam also has the same view. SB 5.12.11: What then is the ultimate truth? The answer is that nondual knowledge is the ultimate truth. It is devoid of the contamination of material qualities. It gives us liberation. It is the one without a second all-pervading and beyond imagination. The first realization of that knowledge is Brahman. Then Paramātmā the Supersoul is realized by the yogīs who try to see Him without grievance. This is the second stage of realization. Finally the full realization of the same supreme knowledge is realized in the Supreme Person (Bhagavan). All learned scholars describe the Supreme Person as Vāsudeva the cause of Brahman Paramātmā and others. There are two reasons for this: 1. When the true nature of Bhagavan is made clearly visible Brahman is automatically understood. Srila Jiva Gosvami says that Brahman which has no manifest qualities is the first step towards Bhagavan realization — nirvikalpataya saksatkrteh prathamikatvat. Srila Visvanatha Cakravarti Thakura quotes a verse from Sisupala-vadha by the poet Magha to elucidate this point. As Narada had the mystic power to fly he approached by way of the sky: “Sri Krsna first saw him as a bright mass of effulgence. When he came closer He could understand that it was some being having a body. When he came still closer He saw a human form. When he landed in front of them He finally recognized him as Sri Narada.” (Sisupala Vadha 1.3) This verse explains how Krsna’s perception changed step by step from seeing a mass of effulgence to seeing Narada Muni. Krsna's first perception of Narada Muni is akin to Brahman realization and the last is like Bhagavan realization. Based on His first experience He could only say that there was something and that it was effulgent. He could not say anything specific about Narada. But when He recognized him as Narada He knew him as the son of Brahma His own devotee who carries a vina the guru of Dhruva and Prahlada and so on. The first experience is the indeterminate realization of Narada the final one is the determinate experience of the same person. If Bhagavan is rightly understood one will know Brahman in the proper perspective. In fact one cannot come to a thorough understanding of Brahman without understanding Bhagavan inasmuch as one cannot understand sunlight without the sun. 2. Devotee who has realized Bhagavan is naturally endowed with Brahma-jnana. Pure devotees however attain Brahman realization without consciously striving for it through adherence to the rules of the jnana-marga. Because they have no particular interest in Brahman per se they do not linger upon it. When a stack of paper is stapled each sheet is actually pierced individually but it happens so quickly that it appears to happen simultaneously. This is called the sata-patra-bhedana-nyaya. Vachanamrut Gadhada I-1: “The shãstras state that there is no greater achievement for a person whose mind’s vrutti is constantly focused on the murti (Personal Form) of Bhagvãn. This is because the murti of Bhagvãn is like a chintãmani. Just as a person who possesses a chintãmani attains whatever he desires a person whose mind’s vrutti is constantly focused on the murti of Bhagvãn can instantly see if he so wishes the svarups of jeev Mãyã and Brahm. He can also see Vaikunth Golok and other dhãms of Bhagvãn.” When a devotee realizes Bhagavan by the grace of Bhagavan he can realize Brahman any time without any hard efforts. But devotees don’t have any desire for that because they just want to render devotional service to Bhagavan. That’s why Vaishnava Acharyas prefer the realization of Bhagavan.,Ojas Shrivastava,https://www.quora.com/profile/Ojas-Shrivastava-11
RelatedWhat are the best one liners about India? Memes and videos are welcome.,https://www.quora.com/What-are-the-best-one-liners-about-India-Memes-and-videos-are-welcome,,The Chinese grow because of their government. Indians despite.,Abhishek Dhar,https://www.quora.com/profile/Abhishek-Dhar-1
RelatedAre goddesses Lakshmi Saraswati and Durga the same? Do they know all about us? do they listen to our every call?,https://www.quora.com/Are-goddesses-Lakshmi-Saraswati-and-Durga-the-same-Do-they-know-all-about-us-do-they-listen-to-our-every-call,https://qph.cf2.quoracdn.net/main-qimg-192d9aae2b0e4f72e1ce9b4eb943f55c-lq | https://qph.cf2.quoracdn.net/main-qimg-192d9aae2b0e4f72e1ce9b4eb943f55c-lq | https://qph.cf2.quoracdn.net/main-qimg-e351f69d6e0088a9c579805d387a27a8-lq | https://qph.cf2.quoracdn.net/main-qimg-8ddadcd2fb739c231818ca8058c78406-lq | https://qph.cf2.quoracdn.net/main-qimg-a1f73a785a139cce3afb971ce1c47241-lq | https://qph.cf2.quoracdn.net/main-qimg-d1d6ddf2a837c0fe2960c341adc3a30e-lq,Yes  you can say that they are same ………. They all were the menifestation of goddess adiparashakti  the supreme mother of the whole universe from whom everything in this universe have born from her .When the tridevas ie lord shiva lord brahma  lord vishnu started the formation of universe  lord brahma was unable to complete the formation so they started praying the supreme energy ie devi adiparashakti to guide them on a right path how to establish life and this universe . They started tapasya of the supreme mother ……. After the long time of prayer devi adiparashakti listen to them and devi aContinue ReadingYes  you can say that they are same ………. They all were the menifestation of goddess adiparashakti  the supreme mother of the whole universe from whom everything in this universe have born from her .When the tridevas ie lord shiva lord brahma  lord vishnu started the formation of universe  lord brahma was unable to complete the formation so they started praying the supreme energy ie devi adiparashakti to guide them on a right path how to establish life and this universe . They started tapasya of the supreme mother ……. After the long time of prayer devi adiparashakti listen to them and devi adiparashakti gave them darshan in her real formShe told them who is she the mother of all beings and the tridev also originated from her then tridev told them about the problem and wanted to know why they are unable to complete the creation of the universe then she told that nothing in this universe can be accomplish by the prsence or contribution of shakti or woman presence . Then they ask what is the solution she gave a solution so to help you i will separate myself into three halves Without knowledge brahma cannot complete the creation of the universe so he with have a consort the goddess of knowledge- SarasvatīWithout luxuries the universe cannot be managed so with vishnu the consort will be one who will be the goddess of wealth ie goddess lakshmiFor destruction we need immense energy so his consort will be her ultimate form ie goddess shakti the goddess of powerActually they were all the forms of adiparashakti So now come to another part of question that was will they listen to our prayers and do they know about us ? Yes ofcourse  they know about all of us as they are mothers of universe they are mother of all of the beings and they know everything about us and always want our well-being So I hope this will help to all my curious readers if you like my article do upvote it Thank you may goddess adiparashakti bless tou all and keep of you safe and healthy in this corona outbreak,Tanishqua Uniyal,https://www.quora.com/profile/Tanishqua-Uniyal
Can India become a fully Hindu nation?,https://www.quora.com/Can-India-become-a-fully-Hindu-nation,https://qph.cf2.quoracdn.net/main-qimg-54a5913f365fe0076107f6389c3fc318 | https://qph.cf2.quoracdn.net/main-qimg-9abacdfea3c793dceacdbf8f92bc1109,Whats wrong in it? It is not turning to terrorism! When there can be Buddhist Nations Christian Nations Islamic nations whats wrong in having a Hindu nation?There are 4 Islamic countries 23 Christian countries 8 Buddhist countries one Jewish nation. But Being majority in 2 countries Hindus don’t have even one country which is officially Hindu. But its Really a bad Idea!! The best True Secularism instead of minority appeasing secularism Because you are giving way to other questions like What about Sikh India? What about Jain India? This can be considered as discrimination towards indigenous religious minorities. Finally India should be a secular state. Better to establish a Dharmic state where all sects of Hinduism Buddhism Sikhism Jainism comes under it. But State should be separated from religion. Even ceremonial things can not be done in Hindu state because there are different traditions in different parts of India. Even if there is any single largest tradition it will be also a minority followed tradition.,Abhinaya Roopa,https://www.quora.com/profile/Abhinaya-Roopa
What is the use of worshiping lifeless sub-aspect of nature by Vedic Hindus? Fundamental property of nature is equal to every object and species whether anyone worship or not.,https://www.quora.com/What-is-the-use-of-worshiping-lifeless-sub-aspect-of-nature-by-Vedic-Hindus-Fundamental-property-of-nature-is-equal-to-every-object-and-species-whether-anyone-worship-or-not,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,Yes you right ! But if you see everything as equal then their would be no war etc. No greed etc. Too. The worship lets the worshipper focus the mind and remind him that everything is fundamental propert. Its just its kinda different method. Actually same is the reasoe Hindus worship idols. Since the ultimate reality can't be understood by mind so we assume that Ultimate reality in an idol and worship it. To understand what I have written. Listen to the following talk:,Sumit Dutta,https://www.quora.com/profile/Sumit-Dutta-6
RelatedWhen will kalki avatar come to India?,https://www.quora.com/When-will-kalki-avatar-come-to-India,https://qph.cf2.quoracdn.net/main-qimg-3eef8f5039ac7efddbd556589995e911-lq,Kalki avatar is scheduled to come at the end of Kali-yuga. Kali-yuga lasts for 430.000 years and it began 5000 years ago with Krishna’s departure so there are 427.000 years left of the present Kali-yuga. This Kali-yuga is very special as it is one out of a thousand Kali-yugas where Krishna personally makes His appearance and when Krishna descends to planet Earth He is always followed by Chaitanya Mahaprabhu who appeared 500 years ago in Bengal in the town of Navadvipa. So in one out of a thousand Kali-yugas (every 4 billion years or so) a golden age of God-consciousness is predicted that wilContinue ReadingKalki avatar is scheduled to come at the end of Kali-yuga. Kali-yuga lasts for 430.000 years and it began 5000 years ago with Krishna’s departure so there are 427.000 years left of the present Kali-yuga. This Kali-yuga is very special as it is one out of a thousand Kali-yugas where Krishna personally makes His appearance and when Krishna descends to planet Earth He is always followed by Chaitanya Mahaprabhu who appeared 500 years ago in Bengal in the town of Navadvipa. So in one out of a thousand Kali-yugas (every 4 billion years or so) a golden age of God-consciousness is predicted that will last for 10.000 years. That golden age began 500 years ago with the descent of Chaitanya Mahaprabhu. Shukadeva Goswmi says:My dear King although Kali-yuga is an ocean of faults there is still one good quality about this age: Simply by chanting the Hare Krsna maha-mantra one can become free from material bondage and be promoted to the transcendental kingdom. Whatever result was obtained in Satya-yuga by meditating on Vishnu in Treta-yuga by performing sacrifices and in Dvapara-yuga by serving the Lord's lotus feet can be obtained in Kali-yuga simply by chanting the Hare Krsna maha-mantra. --Srimad Bhagavatam 12.3.51-52,Jahnu Das,https://www.quora.com/profile/Jahnu-Das
every one through whom they met with and obstructed the very lanes with their,,,,,
RelatedHow many times a day do Hindus have to pray?,https://www.quora.com/How-many-times-a-day-do-Hindus-have-to-pray,https://qph.cf2.quoracdn.net/main-qimg-b0e559dd73e565e6a859beccacf0250f-lq,As many times as we want :-) The pure devotees don't leave Bhagavān even for a second and the common folks remember Him/Her only during their distresses. Hare Kṛṣṇa! ❤💞,Shruti Singh,https://www.quora.com/profile/Shruti-Singh-2966
RelatedWas lord Hanuman a Rudra Avatar?,https://www.quora.com/Was-lord-Hanuman-a-Rudra-Avatar?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-2f4b9cbe8168385b2d64b87ca259817a-lq | https://qph.cf2.quoracdn.net/main-qimg-ad3f54d4d750ff9ca48d4657b9821335-lq | https://qph.cf2.quoracdn.net/main-qimg-9a99cc87e0b76fa59698ff20b12b2824-lq,Jai siya RamYes He is an incarnation of Mahakal Lord Shiva though there are texts that mention him as son of Shiv-shakti as well but according to vaishnavism and Various texts He is the incarnation of Bhagwan Shiv and a son of Wind God.The Mahabharata anushashan parva mentions Lord Shiva as Lord Hanuman :Now let me make it clear This is not a metaphor even Vayu and agni have been called as A form of Shiva which they actually are as mentioned in Vedas itself. The Tarasara upanishad also calls him an incarnation of Bhagwan Shiv :“From the letter U came Upenḍra  named Hari. From the letter M came Śiva known as Hanumān . Binḍu is named Īśvara and is Śaṭrughna the Lord of the discus itself.”[reference : Tarasara upanishad]Here also Just like Upendra i.e Vaman avatar is called an as Hari Lord Hanuman is described as Lord Shiva. These two are enough to prove the fact that Lord Hanuman is an incarnation of God Shiva. there are other sources as well Like The ekadashi Armour of Lord Hanuman dedicated to His universal form where he assumed the combined powers of all Gods including God Shiva and God Rama. Tulsidasji has mentioned in his Dohawali and geetawali that Lord Shiva left his original form and came up as Lord Hanuman. The kamba Ramayan also mentions a similar thing :When the wind God told that he is represented by Maruthi All the other devas told that they have decided to be born AS monkeys who will destroy enemies in earth And Lord Shiva who burnt the three cities told that He would be born as Hanuman and so he asked “How can there be sorrow to all people in the world?”[reference : Kamba Ramayana Baal kand]King vibhishan has mentioned him as Rudravatar Sage agastya has mentioned him as an avatar of God Shiva There are thousands of mantra shabar mantras and Tantric mantras that call him avatar of Lord Shiva. Hence It is Obvious that God Hanuman is an incarnation of God Shiva himself.He is all powerful He is the greatest devotee of Lord Ram He is the dearheart of Maa sita His status is above all. All those Fake novels that Show the battle of Lord parashuram and Lord Hanuman are fake even I can write a novel saying I was the one who defeated Ravan and in a similar way That Folklore of Lord Hanuman losing his tale is completely bogus and as a matter of fact the entire tale behind the folklore is fake and completely contradicts the Ramayana. These fan fiction novels Fake folklores and The guys who use these things in their answers I request everyone not to take them seriously.,Daśanāmi Vaiṣṇava,https://www.quora.com/profile/Da%C5%9Ban%C4%81mi-Vai%E1%B9%A3%E1%B9%87ava
RelatedAre many gods better than one God considering the Hinduism?,https://www.quora.com/Are-many-gods-better-than-one-God-considering-the-Hinduism,https://qph.cf2.quoracdn.net/main-qimg-3f732595d4859a3e829c75222e0ed4b1-lq | https://qph.cf2.quoracdn.net/main-qimg-3f732595d4859a3e829c75222e0ed4b1-lq | https://qph.cf2.quoracdn.net/main-qimg-3b8558a112d4969e8ad6ee45970a06ec-lq | https://qph.cf2.quoracdn.net/main-qimg-ef3f470ede354a259a8858cde6c59402-lq | https://qph.cf2.quoracdn.net/main-qimg-a30da03f623f341a4e572b20148ebbf4-lq | https://qph.cf2.quoracdn.net/main-qimg-a23f818f5af1f01579128f95f9c7f918-lq | https://qph.cf2.quoracdn.net/main-qimg-b272fff516a4628afbfae4ef626d2572-lq | https://qph.cf2.quoracdn.net/main-qimg-30407bd098ec5178d05936570d6150a3-lq | https://qph.cf2.quoracdn.net/main-qimg-583cdf6a2b82106c62d7c8446738f77c-lq | https://qph.cf2.quoracdn.net/main-qimg-ea239bdf6ee5219e7ebf4d19db28f480-lq | https://qph.cf2.quoracdn.net/main-qimg-73c6b08d9e915624c0a50f67881ea657-lq | https://qph.cf2.quoracdn.net/main-qimg-eede5531ce6c9ba777317c2b0c9ec076-lq | https://qph.cf2.quoracdn.net/main-qimg-090f4e45dafd9c377caad4be8f788e0a-lq | https://qph.cf2.quoracdn.net/main-qimg-9609649ecda6b849a39bdd714989c147-lq | https://qph.cf2.quoracdn.net/main-qimg-61d8bdb2063c90ddd4a60cd7acfccb76-lq | https://qph.cf2.quoracdn.net/main-qimg-78c1dbf603073bf5f74cfa44cf49a39c-lq | https://qph.cf2.quoracdn.net/main-qimg-03d0f90589d2346f84211381df06a43b-lq | https://qph.cf2.quoracdn.net/main-qimg-0fbdda99f6fffeb0ce3561171ad1cf1b-lq | https://qph.cf2.quoracdn.net/main-qimg-0a95ee58d7587ec0150398c8bda5d2a8-lq,Manish Raj Srivastav this is a question that arises in the mind of every Hindu and in people of other religions also. The Hindu supreme god Brahman automatically detects and solves problems with absolute reliability and efficiency. However people of this era have no idea of what Brahman is. Moreover a society can’t have Brahman as god for several reasons. A single god is simpler to use. However Continue ReadingManish Raj Srivastav this is a question that arises in the mind of every Hindu and in people of other religions also. The Hindu supreme god Brahman automatically detects and solves problems with absolute reliability and efficiency. However people of this era have no idea of what Brahman is. Moreover a society can’t have Brahman as god for several reasons. A single god is simpler to use. However surrendering to such a god with no knowledge of its properties would make the god unreliable. We have to be at the mercy of that god.From the earliest days of Hinduism Hindu sages knew that an idea is processed into an action in many stages. They didn’t know how many stages are there and in what order they are. They also knew that the properties of the mechanism that converts an idea into an action was not compatible with languages and can only be described allegorically. This resulted in the generation of many human like characters.In the Puranic period it was realized that the idea was processed into actions in seven stages and each stage was considered as a basic Hindu god.This resulted in the seven basic Hindu gods we are familiar with it.It has to be realized that Judaism Christianity and Islam originated in places where geographical conditions were harsh and uniform. It is for this reason that they are monotheistic.In marked contrast to this Hinduism originated in India which is geographically extremely diverse.The mighty Ganges makes a large part of idea fertile.At the other extremity is the Thar desert of Rajasthan.Even in the same place fortunes keep fluctuating.Conditions may become extremely hostile.The two halves of the same city are absolutely contrasting.As a rule Shakti is the god / goddess of choice in villages.For people of cities Vishnu and Shiva are better choices.For people who want dramatic improvements in life Shani is the god of choice.Some people have to make crucial decisions and wait for the right opportunity indefinitely.For such people Rudra a state of Shiva is the best choiceA Hindu can use gods whose use is not even known clearly. Ushas is known as the goddess of dawn.A Hindu can use Ushas to create a negative tone at the start of the gradient to Surya i...,Rangaswamy Sundar Raj,https://www.quora.com/profile/Rangaswamy-Sundar-Raj
RelatedWhy did everyone apart from Ravana know about the reality of Lord Rama?,https://www.quora.com/Why-did-everyone-apart-from-Ravana-know-about-the-reality-of-Lord-Rama,,Ravana was in ego. A blind man can see things but a man who closed his intentionally can not see anything.,Ashutosh Shukla,https://www.quora.com/profile/Ashutosh-Shukla-222
